id,name,brewery,style,alcohol,fruit,ibu,text
560,레드 락 바이닐 스타우트,안호이저 부시 인베브,스타우트,5.2도,0,40,어두운 갈색 빛을 띠며 커피 및 스모크 향을 가지고 있다. 입안에서는 견과류 및 달콤함 맛이 나며 입안에서도 커피 및 초콜릿 풍미를 가지고 있는 맥주이다.  
561,레드락 디 오리지날,안호이저 부시 인베브,라거,5도,0,15,붉은 색을 띠고 있으며 청량감과 함께 쌉싸름한 맛과 약간의 카라멜향 및 홉향을 느낄 수 있다. 한때 국내에서 유행했던 레드 맥주를 다시 생산하여 수입하고 있는 맥주이다.  
562,하이네켄 라거,하이네켄 네델란드 서플라이,페일 라거,5도,0,15,우리에게 익숙한 맥주로 엷은 황금색을 띠며 곡물 향과 함께 홉 향을 느낄 수 있다. 입안에서도 강하지 않은 쌉싸름함과 함께 상쾌하며 가벼운 탄산감을 느낄 수 있다.  
563,하이네켄 다크 라거,하이네켄 네델란드 서플라이,다크 라거,5도,1,15,"적갈색을 띠며 부드러운 거품을 가지고 커피 향과 함께 달콤한 설탕 향을 느낄 수 있다. 입안에서 볶은 곡물과 함께 달콤한 초콜릿, 말린 과일의 맛을 느낄 수 있는 맥주이다.  "
564,몬티스 블랙,디비 브루어리스 뉴질랜드,슈바르츠비어,5.2도,0,30,검은색을 띠며 볶은 맥아의 향과 초콜릿 향을 느낄 수 있으며 입안에서도 유사한 맛을 나타낸다. 적당한 탄산감과 함께 부드러운 질감을 느낄 수 있어 강하지 않은 흑맥주이다.  
565,몬티스 포인터스 페일 에일 ,디비 브루어리스 뉴질랜드,페일 에일,4.2도,1,25,탁한 황금빛을 띠며 곡물의 구수한 향과 홉향 그리고 은은하게 과일향이 나는 맥주이다. 전체적으로 가벼운 스타일 적당한 쌉싸름함으로 편하게 마실 수 있다.  
566,몬티스 썸머 에일,디비 브루어리스 뉴질랜드,블론드 에일,5도,1,43,탁하고 어두운 오렌지 색을 띠며 새콤한 과일 향과 함께 생강향이 강하게 나며 맥아와 카라멜 향이 은은하게 느껴진다. 입안에서도 생강과 함께 벌꿀의 풍미를 느낄 수 있는 맥주이다.  
567,몬티스 아이피에이,디비 브루어리스 뉴질랜드,인디아 페일 에일,5.5도,1,35,붉은 계열의 오렌지 색을 띠며 카라멜 향과 복숭아와 같은 달콤한 과일의 향이 느껴진다. 입안에서는 곡물의 풍미와 카라멜 및 복숭아와 함께 쌉싸름한 맛을 느낄 수 있다.  
568,답 오리지날,도르트문드 엑티엔 브라우어하이,헬레스 라거,5도,0,15,황금색을 띠며 깔끔한 홉향과  맥아의 향이 느껴진다. 입안에서 적당한 탄산감을 가지고 홉의 풍미와 가볍고 편한 목넘김을 보여준다.  
569,갤러웨이 포터,에픽 브루잉 컴퍼니,포터,5.4도,0,45,밝은 검은색을 띠며 초콜릿과 코코아 향이 있고 강하게 느껴지지 않는다. 입안에서도 마시기 편한 느낌으로 쌉싸름함도 오래 남지 않고 훈연향이 있는 초콜릿과 커피 풍미를 느낄 수 있다.  
570,베를린 킨들 필스너,베를린 킨들 브라우어하이,필스너,5.1도,1,32,황금빛을 띠며 향에서 가벼운 감귤 계열과 약초 및 곡물 느낌을 느낄 수 있다. 강하지 않은 홉의 쓴맛과 기분 좋은 탄산감과 청량감이 좋다. 가볍게 마시기 좋은 맥주이다.  
571,칼스브로어 바이젠,칼스버그 브라우어하이,바이젠,5.1도,0,25,탁한 오렌지 빛을 가지고 있으며 밀맥주 특유의 꽃향과 세콤한 향을 느낄 수 있다. 입안에서 부드럽게 넘어가는 목넘김을 가지고 있으며 바닐라 및 달콤한 풍미를 가볍게 즐길 수 있는 맥주이다.  
572,트레 폰타나 트리펠,아바치아 트레 폰타네,트리펠,8.5도,0,30,"탁한 황금색 (구리색)을 띠며 새콤한 시트러스 계열의 향과 함께 달콤한 카라멜과 설탕, 허브향 및 유칼립투스 향이 느껴진다. 입안에서는 달콤함과 함께 허브 그리고 약간의 오렌지 뉘앙스를 맛볼 수 있다.  "
573,메나브레아 페일 라거,비라 메나브레아,라거,4.8도,1,15,엷은 황금색을 띠며 벌꿀 혹은 밀랍과 같은 향을 느낄 수 있다. 입안에서는 오렌지 아로마 풍미와  함께 씁쓸함과 단맛이 조화를 이루는 가볍고 깔끔한 맥주이다.  
574,메나브레아 앰버 라거,비라 메나브레아,라거,5도,0,15,"붉은색은 띠며 벌꿀 혹은 밀랍과 같은 향을 느낄 수 있다. 입안에서는 풍부한 몰트 향의 조화가 부드러우며, 캐러맬 향과 맛의 밸런스가 좋은 맥주이다.  "
575,메나브레아 탑35 라이트 라거,비라 메나브레아,라거,3.5도,0,15,황금색을 띠며 부드러운 홉 향기를 느낄 수 있다. 입안에서는 약간의 씁쓸한 맛과 알코올이 느껴지지 않을 만큼 부드럽고 약간의 달콤함도 느낄 수 있는 맥주이다.  
576,에델바이스 스노우프레쉬,브라우 유니언,위트 비어,5도,0,25,"알프스 자생 허브인 민트와 엘더플라워의 향이 코끝으로부터 상쾌하게 전해지는 밀맥주이다. 헤페바이젠 특유의 황금빛 색을 띠며, 알스프의 눈과 같이 소복한 거품이 오래도록 남는다. 알핀 허브의 향에 끌려, 한 모금 머금고 나면, 오래도록 그 향이 입안에서 남아 있으며, 마지막 목넘김에 특유의 스위트한 끝맛이 무척이나 싱그럽게 남는 맥주이다.  "
577,홉고블린,위치우드,에일,5.2도,1,25,"홉 고블린은은 전반적으로 과실 느낌의 향이 살아 있다. 홉 특유의 쌉싸름하며 크리미한 쓴 맛과 목넘김의 달콤한 풍미가 가장 조화롭게 블렌딩된 에일 맥주이다. 모든 종류의 스테이크와 쏘세지, 혹은 로스팅된 야채류들과 환상적으로 어울린다.  "
578,홉고블린 골드,위치우드,골든 에일,4.5도,0,25,"여섯 가지의 개성 강한 홉들이 환상적으로 어우러져 빚어 진 황금색 컬러의 전형적인 골든 에일이다.개성있는 홉들과 밀과 같은 원재료가 표현하는 조화로움은 코끝으로 오래 전해진다. 홉의 싱그러운 향과 입안가득 느껴지는 몰트향, 그리고 깊은 숲속 야생 gooseberry의 시트러스한 상쾌함이 놀랍도록 인상적인 맥주이다. 에일의 가장 기본적인 캐릭터를 모두 표현해 내는 보기드문 골든 에일이다.  "
579,리프만스 프루트제,리프만스 브루어리,람빅,3.8도,1,15,"라즈베리, 체리, 빌베리, 엘더베리, 스트로우베리 등 각종 야생 베리류를 블랜딩하여 빚어 낸 람빅 맥주로, 공중에 부유하는 야생 효모와 18개월 이상의 오랜 숙성시간을 들여 빚어 낸 맥주이다. 야생 베리류들이 전하는 상큼하고 싱그러운 풍취는 첫모금에서 마지막 목넘김까지 오래도록 입안에 남아 있으며, 가벼운 탄산이 오래 유지됩니다.  "
580,화수 브루어리 바이젠,화수브루어리,위트 비어,5도,0,12,담백한 맛과 특유의 꽃향기를 가지고 있는 맥주로 목넘김 이후 허브맛이 기분 좋게 입가에 남는 맥주이다.  
581,화수 브루어리 켈슈,화수브루어리,에일,5도,0,19,"상면발효 효모를 사용하지만 저온발효하여 라거와 같은 청량감 느낄 수 있다. 13년간 맥을 이어온 울산 화수브루어리의 대표적인 맥주로서 유럽산 몰트의 풍미와 화사한 꽃향의 홉, 그리고 시원한 목넘김이 특징이다. 에일과 라거의 장점만을 모은 조화로운 맥주라 할 수 있다.  "
582,화수 브루어리 알트,화수브루어리,페일 에일,5도,0,28,짙은 브라운 색을 띠며 견과류와 카라멜 같은 깊은 몰트의 풍미가 일품이다. 영국식 효모 홉을 사용하여 정통 영국 스타일의 비터를 재현했으며 달콤함과 쌉싸름함이 조화롭게 어우러진다. 자극적인 미국식 홉에 질렸다면 점잖고 중후한 알트를 추천 한다.  
583,화수 브루어리 유자 페일 에일,화수브루어리,페일 에일,5도,1,30,고흥에서 생산되고 선별된 유자만을 직접 넣어 만든 맥주이다. 인위적이거나 지나치게 강한 향이 나지 않도록 밸런스에 중점을 두어 양조했고 신선한 유자향과 은은하게 느껴지는 미국식 홉 향이 특징이다.  
584,화수 브루어리 옐로우 인디아 페일 에일,화수브루어리,인디아 페일 에일,5도,1,43,감귤류의 향과 강렬한 비터가 특징인 미국식 IPA에서 영감을 얻었으나 한국 취향에 맞춰 쓴맛은 자제하면서도 특유의 강렬한 홉 향을 그대로 재현하였다. 다소 거칠고 강한 기존의 IPA에 거부감이 있는 입문자들이나 쓴 맥주를 싫어하는 여성들에게 취향저격 할 맥주이다.  
585,화수 브루어리 레드 아이 인디아 페일 에일,화수브루어리,인디아 페일 에일,6.3도,1,53,"화사하다는 표현이 딱인 맥주로 프루티한 열대과일의 향, 꽃 향이 초반부터 입안에서 터진다. 호피한 쓴맛과 더불어 단단하게 자리잡은 몰트가 뒤에서 탄탄하게 받쳐주는 덕에 적절하게 밸런스를 유지한다. 쓰기만 한 맥주가 아니라 향긋한 홉내음이 작렬하면서도 음용성이 높은 맛있는 IPA 맥주이다.  "
586,화수 브루어리 스타우트,화수브루어리,스타우트,7.5도,0,58,"6가지 홉과 10종이 넘는 몰트의 배합으로 설계된 정통 러시안 임페리얼 스타우트이다. 달콤한 바닐라향, 흡사 커피나 다크초콜릿과 같은 진항 풍미 그리고 풀바디의 크리미한 텍스쳐로 기존 스타우트와는 비교를 거부하는 화수브루어리 최강 맥주라 할 수 있다.  "
587,화수 브루어리 커멀 임페리얼 포터,화수브루어리,포터,8도,1,62,"묵직한 바디에 체리와 건포도, 초콜릿 아로마가 적절히 감싼 맛을 보여준다. 알콜감과 비터가 입속에서 사라질 때 쯤 와인을 마신 듯한 깔끔하고 기분 좋은 피니쉬를 선사한다.  "
588,후버 바이세스 오리지널,호프브로이하우스 프라이징,헤페바이젠,5.4도,1,25,은은한 레몬향과 달콤한 바나나향의 정통 바이에른식 밀맥주이다. 풍부한 밀 몰트의 바디감과 크리미한 거품이 장점으로 피니쉬의 상큼함은 함께 즐기는 음식의 궁합을 높여 준다.  
589,후버 바이세스 오리지널,호프브로이하우스 프라이징,헤페바이젠,5.4도,1,25,은은한 레몬향과 달콤한 바나나향의 정통 바이에른식 밀맥주이다. 풍부한 밀 몰트의 바디감과 크리미한 거품이 장점으로 피니쉬의 상큼함은 함께 즐기는 음식의 궁합을 높여 준다.  
590,후버 바이세스 둔켈,호프브로이하우스 프라이징,둔켈,5.4도,1,45,깊은 호박색을 띠며 달콤한 빵 및 효모 향 그리고 강한 카라멜 향을 느낄 수 있다. 입안에서는 역시 강하지 않은 달콤한 카라멜과 과일 약간의 토스트 맛을 느낄 수 있는 맥주이다.  
591,리허 바이젠,리허 프리바트 브루어리,바이젠,5.4도,1,25,"달콤한 바나나향, 다채로운 과일향의 달콤한 풍미를 가지고 있으며 부드러운 바이젠 효모의 에스테르가 장점이다. 산뜻하고 부드러운 라이트 바디감의 깔끔한 피니쉬를 보여주는 맥주이다.  "
592,볼비어 프리미엄 라거,프라이빗 브루어리 아이바우어,라거,4.8도,0,15,200년 역사의 독일 작센주 공식 브루어리 맥주에서 양조한 맥주로 필스너의 청량한 맛을 자랑하며 실버 캔이 맥주의 시원함을 상징한다.  
593,볼비어 헤페바이젠,프라이빗 브루어리 아이바우어,헤페바이젠,5.2도,0,25,부드럽고 풍부한 독일 밀맥주로 크리미한 과일향과 밀맥주의 달콤함을 느낄 수 있다. 밀맥주의 풍성함을 나타내는 골드 캔을 사용하였다.  
594,볼파스 엔젤맨 프리미엄 라거,볼파스엔젤맨,라거,5.2도,0,15,"북유럽 3대 맥주로 뉴욕타임즈 선정 꼭 가봐야할 맥주의 나라 리투아니아 산이다. 볼파스엔젤맨의 대표 프리미엄 맥주로 펄홉, 매그넘홉의 아로마가 인상적이고 풍부한 맛을 보여주는 맥주이다.  "
595,볼파스 엔젤맨 헤페바이젠,볼파스엔젤맨,헤페바이젠,5도,0,25,북유럽 3대 맥주로 뉴욕타임즈 선정 꼭 가봐야할 맥주의 나라 리투아니아 산이다. 밀맥주의 아로마와 탄탄한 맛을 보여주며 풍부한 크림을 상징하는 화이트 캔을 사용하였다.  
596,볼파스 엔젤맨 밀리,르 코크,라거,5.2도,0,15,헬레스(Helles) 스타일 맥주로 투명도가 뛰어나고 홉의 섬세함이 풍부한 맥주이다. 스크류 캡의 편리함과 아름다운 원주율과 완벽한 그립감을 제공 한다.  
597,팍세 스타우트,로얄유니브루,스타우트,7.7도,0,40,발리 몰트와 둔켈 몰트 그리고 짙은 검은색의 로스팅 몰트가 함께 어우러진 깊고 강렬한 맛을 느낄 수 있는 맥주이다.  
598,플루토 블론드 에일,브루어리304,아메리칸 블론드 에일,4.7도,1,30,밝은 금색을 띠며 화사한 열대과일 및 시트러스 향을 느낄 수 있는 맥주이다. 입안에서는 가벼운 바디감과  청량감 있는 피니쉬가 특징이다.  
599,플루토 페일 에일,브루어리304,아메리칸 페일 에일,5도,1,40,진한 노란색을 띠며 묵직한 오렌지 향과 홉향을 느낄 수 있다. 입안에서는 깔끔한 쓴 맛과 드라이한 피니쉬를 느낄 수 있다.  
600,강서 마일드 에일 ,세븐브로이맥주,에일,4.6도,1,25,"IBU 25로 가볍게 즐길 수 있는 마일드 에일이며 몰트의 고소함과 오렌지, 망고 등에서 느껴지는 시트러스 향이 특징이다.  "
601,달서 오렌지 에일,세븐브로이맥주,에일,4.2도,1,20,"밀몰트와 보리몰트를 혼합, 발효시켜 부드러운 밀향에 오렌지향을 가미시킨 밀맥주로 부드러운 바닐라 풍미에 과하지 않은 상큼한 오렌지향이 특징이다.  "
602,전라 에일 ,세븐브로이맥주,에일,4.5도,0,15,"에일맥주지만 라거처럼 깔끔한 맛으로 가볍게 즐길 수 있고, 플로럴과 시트러스 향이 특징이다.  "
603,세븐브로이 인디아 페일 에일 ,세븐브로이맥주,인디아 페일 에일,5.5도,0,40,"페일 에일 중 비교적 많은 홉을 사용하여 홉의 특징이 두드러진 스타일을 가리키며, 더 풍부하고 강한 향, 높은 도수, 쌉싸래한 맛이 특징이다.  "
604,세인트피터스 크림 스타우트,세인트피터스 브루어리,스타우트,6.5도,0,40,홉과 5개 지역의 맥아를 섞어 제조한 쌉쌀한 뒷맛과 아로마 향이 강한 맥주이다. 다크 초콜릿의 부드러움을 느낄 수 있는 스타우트 스타일이다.  
605,세인트피터스 루비 레드 에일,세인트피터스 브루어리,레드 에일,4.3도,0,25,맥아의 향과 호밀 맥아의 특유의 스파이시한 향이 조화를 이루고 있는 맥주이다. 황갈색 레드 에일 맥주의 부드러운 맥아의 맛을 느낄 수 있다.  
606,그린 킹 아이피에이,그린킹 브루어리,인디아 페일 에일,3.6도,0,45,신선한 호프의 맛과 깨끗한 쓴맛이 특징인 잘 균형잡힌 에일 맥주이다. 잉글랜드 럭비 공식 맥주로서 부드러운 아이피에이의 맛이 특징이다.  
607,올드 스펙클드 헨,몰랜드 브루어리,에일,5도,1,25,맥아와 홉의 균형으로 과일 향을 머금은 에일의 특징을 가지고 있다. 캔 안에 질소 가스를 함유하여 부드러운 에일의 맛을 느낄수 있다.  
608,민타임 인디아 페일 에일,민타임,인디아 페일 에일,7.4도,0,45,클래식한 영국식 IPA 스타일 맥주이다. 영국에서 인도로 장시간 운반하기 위해 많은 홉을 넣어 방부 처리했던 전통의 맛을 잘 살려 홉의 향을 진하게 느낄 수 있으며 입안에서 강한 풍미를 선사하는 영국식 맥주이다.  
609,민타임 초콜릿 포터,민타임,포터,6.5도,0,45,진한 초콜릿 맛의 발틱 포터로 깊고 어두운 색을 내기 위해 4가지 다른 로스팅 몰트를 넣고 천연 모카향을 사용하였다. 숙성 과정에 진짜 초콜릿을 첨가한 달콤한 포터(흑맥주)이다.  
610,스트라프 헨드릭 트리펠,드 할브 만,트리펠,9도,0,30,"벨지안 트리펠 맥주로 몰트, 캐러멜, 홉의 절묘한 블렌딩으로 벌꿀과 꽃향기가 느낄 수 있다.  입안에서 깊고 풍부한 맛을 느낄 수 있는 맥주이다.  "
611,스트라프 헨드릭 쿼드루펠,드 할브 만,쿼드루펠,11도,0,30,"벨지안 쿼드루펠 맥주로 몰트, 캐러멜, 홉의 절묘한 혼합으로 벌꿀과 꽃향기가 느낄 수 있다. 입안에서 깊고 풍부한 맛을 느낄 수 있는데 트리펠 맥주보다 좀 더 강력한 풍미를 보여주는 맥주이다.  "
612,슈나이더 탭5 호펜바이세,슈나이더 바이스,인디아 페일 에일 + 헤페바이젠,8.2도,0,45,미국식 IPA와 독일식 밀맥주를 혼합한 형태의 맥주이다.  홉향이 강렬하면서도 부드러움도 동시에 느낄 수 있는 최고 인기 밀맥주이다. 미국 브루클린 브루어리와 공동으로 개발한 홉의 풍미가 강한 미국식 IPA와 독일식 바이젠과 합쳐지면서 매우 독특한 맛을 낸다. 전 세계 맥주 팬을 사로잡고 있는 맥주이다.  
613,슈나이더 탭6 아벤티누스,슈나이더 바이스,헤페바이젠 + 도펠 복,8.2도,1,25,"건포도, 자두, 로스티 아로마의 풀바디 밀맥주 이다. 1907년부터 이어 온 세계에서 가장 오래된 바이젠 도펠 복으로 잘 익은 바나나, 건포도, 자두향이 감초향, 구운향과 어우러지는 풀바디에 부드러운 피니시가 일품이다.  "
614,슈나이더 탭7 오리지날,슈나이더 바이스,헤페바이젠,5.4도,1,25,1872년부터 생산된 독일 밀맥주의 원조로 독일 밀맥주의 원조인 탭7 오리지날은 풍성한 바나나향과 부드러운 거품이 멋진 맥주이다. 1872년 만들었던 오리지널 레시피를 그대로 따르고 있어 역사와 전통을 느낄 수 있다.  
615,슈나이더 탭1 헬레바이세,슈나이더 바이스,헤페바이젠,5.2도,1,25,"행복한 순간을 위한 프레시(Fresh)한 밀맥주이다. 밝은 꿀색의 풀바디, 풍성한 거품, 전형적인 슈나이더 바이세 아로마를 지녔다. 프레시한 레몬, 바닐라, 클로브 아로마가 조화를 이루는 가벼운 밀 맥주이다.  "
616,슈나이더 탭2 크리스탈,슈나이더 바이스,크리스탈 바이젠,5.3도,0,25,탄산감이 좋은 스파클링 밀맥주이다. 효모를 필터링 하여 맑고 식전주로 마시기 좋은 밀맥주이다. 탄산감이 좋은 이 우아한 스파클링 밀맥주는 엘더베리 시럽을 넣어서 마시면 스파클링 와인의 훌륭한 대체제가 될 수 있다.  
617,슈나이더 탭4 페스트바이세,슈나이더 바이스,헤페바이젠,6.2도,1,25,향긋한 시트러스 아로마가 페스티벌 밀맥주로 1916년부터 1944년까지 뮌헨의 옥토버페스트용으로만 출시되던 맥주 레시피를 복원한 것이다.  케스케이드 홉의 프레시하고 시트러시한 특성과 슈나이더 효모의 과일 아로마가 조화를 이루는 전통적 맥주이다.  
618,아벤티누스 아이스복,슈나이더 바이스,아이스복,12도,0,30,"60년 만에 부활한  세계에서 가장 진하고 복잡한 풍미를 지닌 밀맥주로 얼린 맥주의 물을 걷어내어 알코올 도수를 높혀 즐기던 맥주를 60년만에 현대적으로 부활시킨 겨울용 맥주이다. 자두, 바나나, 클로브 등의 아로마가 강렬하지만 바디는 부드럽다.  "
619,빅토리 홉데블 아이피에이,빅토리 브루잉 컴퍼니,인디아 페일 에일,6.7도,0,45,"강렬하고 스파이시한 IPA 스타일 맥주이다. 처음에는 미국산 홉의 아로마 펀치, 그 뒤에는 독일산 몰트가 제공하는 풀바디의 피니시가 오랫동안 이어지는 강렬하고 스파이시한 IPA이다.  "
620,빅토리 프리마 필스,빅토리 브루잉 컴퍼니,필스너,5.3도,0,32,미국 크래프트 맥주 대표 필스너이다. 우아하고 풍성한 거품 아래에 상큼한 홉향이 살아 있고 독일산 몰트향은 드라이한 피니시와 함께 오랫동안 여운을 주는 최상급의 필스너 맥주이다.  
621,빅토리 헤드워터스 에일,빅토리 브루잉 컴퍼니,아메리칸 페일 에일,5.2도,0,45,상쾌하고 아로마향 가득한 페일 에일 맥주로 복합적인 홉 아로마를 몰트 베이스가 아래에서 가볍게 받쳐주는 상쾌하고 아로마향 가득한 페일 에일 맥주이다.  
622,빅토리 골든 몽키,빅토리 브루잉 컴퍼니,트리펠,9.5도,0,30,"경쾌하고 이국적인 맛의 빅토리 인기 맥주이다. 전통적인 벨기에 스타일 트리펠로 경쾌하면서도 심오한 맛, 이국적인 스파이스가 특징이다. 미국 남부지방에서는 빅토리 맥주 중 가장 판매가 좋은 인기 맥주이다.  "
623,셀레네 세종,빅토리 브루잉 컴퍼니,다크 세종,7.5도,0,40,밤처럼 어두운 컬러의 세종 맥주로 그리스 신화 달의 여신 셀레네의 이름을 붙인 다크 세종이다. 2차 발효로 말 안장과 곰팡이 냄새와 같은 캐릭터를 끌어 내어 가죽 냄새 같은 향도 느낄 수 있는 특별한 맥주이다.  
624,빅토리 사워 몽키,빅토리 브루잉 컴퍼니,사워 트리펠,9.5도,1,30,"빅토리의 인기 라인업인 벨지안 트리펠 스타일 골든 몽키의 사워 버전이다. 레몬, 사워, 가벼운 브렛 효모향이 나고 맛은 새콤하고 몰티한 곡물 풍미 때문에 드라이하지는 않은 것이 특징이다.  "
625,타르트 텐,빅토리 브루잉 컴퍼니,사워 두벨,10도,0,30,"브렛 효모로 발효한 벨지안 두벨 에일로 맛은 진하지만 바디는 가볍고, 첫 느낌은 날카롭지만 피니시는 부드럽고 느껴지는 맥주이다. 탄산감도 좋은 맥주이다.  "
626,식스포인트 스위트 액션,식스포인트 브루어리,크림 에일,5.2도,1,25,"맥아의 달콤함, 열대 과일향의 아로마가 골고루 어우러진 에일 맥주로 편하기 마시기 좋은 맥주이다.  "
627,식스포인트 벵갈리 아이피에이,식스포인트 브루어리,인디아 페일 에일,6.5도,0,66,뉴욕스타일 IPA 맥주이다. 영국산 홉을 사용하여 뉴요커가 사랑하는 맛과 향의 영국식 IPA를 탄생시켰다. 총 6개의 홉을 사용하였고 풍부한 몰트 풍미와 캐러맬 풍미를 보여주는 맥주이다.  
628,식스포인트 더 크리스프,식스포인트 브루어리,필스너,5.4도,1,32,필스너 맥아에서 오는 바삭바삭함을 잘 표현한 뉴요커가 사랑하는 라거 맥주이다. 레몬 향기와 함께 곡물 및 허브 향을 느낄 수 있다. 입안에서는 달콤한 몰트의 맛과 함께 가볍고 부드러운 느낌을 주는 맥주이다.  
629,식스포인트 레진,식스포인트 브루어리,더블 인디아 페일 에일,9.1도,1,50,"열대과일향, 송진향이 인상적인 맥주이다. 9.1%의 높은 알코올 도수에도 불구하고 훌륭한 발란스를 가진 더블 IPA 스타일 맥주이다.  "
630,스틸워터 아티저널 세종 다클리,스틸워터 아티저널,다크 세종,8도,1,45,"로즈힙, 히비스커스, 오미자가 들어간 어두운 세종 에일 맥주이다. 어두운 갈색을 띠며 과일과 허브, 당밀 그리고 견과류의 향을 느낄 수 있다. 입안에서는 자두와 몰트 달콤한 말린 과일의 풍미에 쌉싸름함을 느낄 수 있는 맥주이다.  "
631,스틸워터 아티저널 피어 오브 고스트,스틸워터 아티저널,와일드 에일,6도,0,40,"각 요소가 밸런스 좋게 조화를 이루는 맥주로 프루티, 펑키한 브렛 효모 , 스파이스, 스모크 한 향이 주를 이룬다. 입안에서는 부드럽고 새콤함과 함께 집약된 훈연 및 비스킷 풍미를 느낄 수 있다.  목넘김 이후에 알싸한 느낌과 과일 맛이 오랫동안 이어지는 맥주이다.  "
632,스틸워터 아티저널 투펜스,스틸워터 아티저널,포터,7도,1,45,"초콜릿, 커피 풍미와 함께 입안에서 느껴지는 마일드 로스트(훈연)의 느낌이 깊고 진한 프루티함과 잘 어우러지는 맥주이다. 이 맥주에 사용된 효모인 브레타노미세스 영국균류(British fungus)를 뜻하는 그리스어를 맥주 이름으로 사용 하였다.  "
633,브루독 펑크 아이피에이,브루독,인디아 페일 에일,5.6도,1,35,"크래프트맥주 또는 IPA 입문자에게 최적의 선택인 맥주이다. 뉴질랜드 홉의 풍부한 자몽과 파인애플, 리찌 등의 열대 과일 향과 쌉싸름하지만 부드러운 피니쉬가 인상적인 맥주이다.  "
634,브루독 엘비스 주스 ,브루독,인디아 페일 에일,6.5도,1,40,상큼한 IPA를 즐기고자 하는 분을 위한 최적의 선택인 맥주다. 새콤한 자몽 껍질과 시트러스 향을 느낄 수 있으며 카라멜 몰트 베이스에서 오는 풍미가 인상적이다. 합리적인 가격의 프리미엄 자몽 IPA 맥주다.  
635,브루독 킹핀,브루독,라거,4.7도,1,25,"100% 몰트와 풍부한 양의 홉을 사용하여, 풍부한 몰트의 바디감과 강렬한 시트러스 향 그리고 씁쓸한 피니쉬를 주는 맥주이다.  "
636,브루독 데드 포니 클럽,브루독,페일 에일,3.8도,1,40,"부담 없는 에일 맥주를 즐기는 분들에게 적합한 맥주이다. 부담 없이 즐길 수 있는 낮은 도수, 상쾌한 열대 과일향 그리고 깔끔하고 드라이한 피니쉬를 가진 맥주이다.  "
637,브루독 제트 블랙 하트,브루독,밀크 스타우트,4.7도,0,30,커피와 초콜릿이 어우러진 향과 함께 진하면서 부드러움을 즐길 수 있는 밀크 스타우트 맥주이다.  
638,브루독 파이브 에이엠 세인트,브루독,엠버 에일,5도,1,35,"베리류와 카라멜향 그리고 오렌지 껍질의 신맛, 초콜렛 향을 느낄 수 있다. 입안에서 향에서 느꼈던 풍미들이 함께 어우러진 맛을 느낄 수 있으며 달달한 몰트와 씁쓸한 홉의 완벽한 하모니를 이루고 있는 맥주이다.  "
639,브루독 코코아 싸이코,브루독,임페리얼 스타우트,10도,0,85,"짙은 몰트와 으깬 커피콩, 카카오닙의 향과 맛을 느낄 수 있으며 이 맛과 향이 매우 부드럽게 어우러진 프리미엄 임페리얼 스타우트 이다. 겨울시즌, 럭셔리한 달콤쌉싸름함을 즐기고 싶은 분들에게 추천하는 맥주이다.  "
640,블루문,블루문 브루잉 컴퍼니,윗비어,5.4도,1,25,"1995년 벨기에 스타일의 화이트 에일로 출시된 맥주이다. 벨기에의 맛좋은 맥주에서 영감을 얻어 고수열매와 발렌시아 오렌지껍질을 이용하여 제조 하였다. 병 모양은 맛의 깊이를 위해서 여과되지 않은것처럼 흐리게 보이는 불투명 외관을 택하였고, 가벼운 밀향과 자극적인 오렌지 과일맛을 느낄 수 있다.  "
641,크리스토펠 벨지안 화이트 비어,마틴,윗비어,5도,1,25,벨기에 스타일의 화이트 에일로 출시된 kristofel white beer는 밀로 만든 에일방식의 맥주이다. 가벼운 밀향과 전형적인 오렌지 과일맛이 균형적으로 조화를 이루며 부드럽고 약간의 새콤달콤한 맛이 풍부한 향과 함께 어우러짐을 느낄 수 있다. Kristofel 맥주의 특성은 상면발효(High fermentation)를 통해 만든 맥주로 약 20도 정도의 온도에서 발효되어 맥주의 향이 풍부한 것이 특징이고 벨기에 명품생산의 한 방법이기도 하다. 상대적으로 탄산이 보통의 라거보다 적어 음식과 함께 마시면 더욱더 최상의 맛을 즐길수 있다.
642,리오 맥주,빠툼타니 브루어리,라거,5도,0,15,"깔끔하고 부드러운 목넘김과 탄산의 청량감을 충분히 가진, 라거맥주의 특징을 제대로 살린 맥주이다. 태국 내 53%의 시장점유율(2016년)을 가진 리오맥주는 계속적으로 부동의 판매 1위를 지키는 국민맥주이다.  "
643,크리스토펠 블론드,마틴,벨지안 에일,6도,0,25,"황금색을 띄는 kristofel blond는 전통적인 에일방식의 맥주로 보리, 옥수수가루, 설탕과 아로마 홉의 특별한 선택으로 만들어졌다. 풀바디(한모금을 입안에 담고 있으며 입안에 꽉찬 느낌)의 맥주로 잘잡힌 발란스를 유지하며 마신후에도 잔향을 오래 느낄수 있으며, 신선한 아로마 향기와 균형잡힌 spicy맛을 느낄 수 있다."
644,크롬바커 필스 논 알코올,크롬바커,필스너,0.5도,0,32,황금빛 색을 띠며 몰트향과 약간의 탄산감과 함께 풀과 같은 신선한 향을 느낄 수 있다. 입안에서는 가벼운 산미와 함께 쌉싸름함을 가지고 있으며 논알콜 음료이기에 알코올 풍미는 느낄 수 없다.  
